the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,street,segmentid,Rank,PMP_ID,NTA2020,Boro,Category,NTAName,FEMAFldz,FEMAFldT,HrcEvac,SHAPE_Leng
"MULTILINESTRING ((-73.96124473289274 40.77173837352529, -73.96078301158543 40.772372981963734))",1,Manhattan,108,4,73,28,12,LEXINGTON AVENUE,37449,2,33911,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,264.2214741
"MULTILINESTRING ((-73.96078301158543 40.772372981963734, -73.96031982482663 40.7730070837081))",1,Manhattan,108,4,73,28,12,LEXINGTON AVENUE,37525,2,33957,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,264.2561977
"MULTILINESTRING ((-73.95188295687794 40.78456521092491, -73.95142582586578 40.785191758248644))",1,Manhattan,108,"5,4","73,68","28,29",12,LEXINGTON AVENUE,37793,2,34017,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,261.0248421
"MULTILINESTRING ((-73.95985681781553 40.77364276848085, -73.95939395625113 40.77427796511504))",1,Manhattan,108,4,73,28,12,LEXINGTON AVENUE,37542,2,33963,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,264.5602033
"MULTILINESTRING ((-73.95889591130532 40.77496016253601, -73.95839907643823 40.775642061008604))",1,Manhattan,108,"5,4",73,28,12,LEXINGTON AVENUE,37545,2,34031,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,284.0025132
"MULTILINESTRING ((-73.96727126729671 40.763480237585505, -73.96681337246923 40.76410529065748))",1,Manhattan,108,4,73,28,12,LEXINGTON AVENUE,36278,2,34050,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,260.6706213
"MULTILINESTRING ((-73.95700967256688 40.777545339465355, -73.95654650822564 40.77818010095716))",1,Manhattan,108,"5,4",73,28,12,LEXINGTON AVENUE,37642,2,33916,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,264.4586764
"MULTILINESTRING ((-73.95654650822564 40.77818010095716, -73.9560821864565 40.77881413068149))",1,Manhattan,108,"5,4",73,28,12,LEXINGTON AVENUE,37645,2,33919,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,264.3807608
"MULTILINESTRING ((-73.9550930746803 40.78017205791732, -73.95463127604974 40.78080040943442))",1,Manhattan,108,"5,4",73,28,12,LEXINGTON AVENUE,37664,2,33900,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,262.2318122
"MULTILINESTRING ((-73.95463127604974 40.78080040943442, -73.95417676602673 40.78142905910805))",1,Manhattan,108,"5,4",73,28,12,LEXINGTON AVENUE,37666,2,33843,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,261.3479268
"MULTILINESTRING ((-73.95417676602673 40.78142905910805, -73.95371787744855 40.78205557998934))",1,Manhattan,108,"5,4",73,28,12,LEXINGTON AVENUE,37671,2,34015,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,261.2556367
"MULTILINESTRING ((-73.95371787744855 40.78205557998934, -73.95325927622977 40.78268235034318))",1,Manhattan,108,"5,4",73,28,12,LEXINGTON AVENUE,37772,2,33902,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,261.2958012
"MULTILINESTRING ((-73.95234095711957 40.78393705739676, -73.95188295687794 40.78456521092491))",1,Manhattan,108,"5,4","73,68","28,29",12,LEXINGTON AVENUE,37778,2,33938,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,261.6539214
"MULTILINESTRING ((-73.9852322458065 40.73884023023455, -73.98474231020766 40.73951035996767))",1,Manhattan,"105,106",2,"74,75",28,12,LEXINGTON AVENUE,33163,2,32631,MN0602,MN,Regional,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",279.3607655
"MULTILINESTRING ((-73.98567437904649 40.738219007985755, -73.9852322458065 40.73884023023455))",1,Manhattan,"105,106",2,74,28,12,LEXINGTON AVENUE,33162,2,32682,MN0602,MN,Regional,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",257.367179
"MULTILINESTRING ((-73.96818687760076 40.76222682181592, -73.9677270589703 40.76285165207222))",1,Manhattan,"105,108,106",4,73,28,12,LEXINGTON AVENUE,36265,2,33930,MN0802,MN,Regional,"East Midtown-Turtle Bay,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,260.8606482
"MULTILINESTRING ((-73.9677270589703 40.76285165207222, -73.96727126729671 40.763480237585505))",1,Manhattan,108,4,73,28,12,LEXINGTON AVENUE,36277,2,33878,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,261.5144781
"MULTILINESTRING ((-73.96681337246923 40.76410529065748, -73.96635927012743 40.76473180177843))",1,Manhattan,108,4,73,28,12,LEXINGTON AVENUE,36280,2,34010,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,260.6255874
"MULTILINESTRING ((-73.96635927012743 40.76473180177843, -73.96590033935016 40.76535728305035))",1,Manhattan,108,4,73,28,12,LEXINGTON AVENUE,36282,2,33908,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,260.9454874
"MULTILINESTRING ((-73.96590033935016 40.76535728305035, -73.96544434728477 40.76598394298036))",1,Manhattan,108,4,73,28,12,LEXINGTON AVENUE,36296,2,33946,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,260.9249751
"MULTILINESTRING ((-73.96544434728477 40.76598394298036, -73.96498855119778 40.76660899821265))",1,Manhattan,108,4,73,28,12,LEXINGTON AVENUE,36298,2,33856,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,260.3866724
"MULTILINESTRING ((-73.96498855119778 40.76660899821265, -73.96453120546857 40.76723436628564))",1,Manhattan,108,4,73,28,12,LEXINGTON AVENUE,36300,2,33834,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,260.6941339
"MULTILINESTRING ((-73.96407630262762 40.767860246536436, -73.96361826405192 40.76848663723245))",1,Manhattan,108,4,73,28,12,LEXINGTON AVENUE,36431,2,34049,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,261.1119021
"MULTILINESTRING ((-73.96361826405192 40.76848663723245, -73.96316179257971 40.769112288139915))",1,Manhattan,108,4,73,28,12,LEXINGTON AVENUE,36432,2,33961,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,260.6649675
"MULTILINESTRING ((-73.96170832767757 40.771105582818365, -73.96124473289274 40.77173837352529))",1,Manhattan,108,4,73,28,12,LEXINGTON AVENUE,37448,2,34067,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,263.8948363
"MULTILINESTRING ((-73.95939395625113 40.77427796511504, -73.95889591130532 40.77496016253601))",1,Manhattan,108,"5,4",73,28,12,LEXINGTON AVENUE,37543,2,33865,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,284.2609468
"MULTILINESTRING ((-73.9579362461172 40.776275666732076, -73.95747128795874 40.77691082762299))",1,Manhattan,108,"5,4",73,28,12,LEXINGTON AVENUE,37564,2,33922,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,264.8283109
"MULTILINESTRING ((-73.95747128795874 40.77691082762299, -73.95700967256688 40.777545339465355))",1,Manhattan,108,"5,4",73,28,12,LEXINGTON AVENUE,37640,2,33903,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,264.1718304
"MULTILINESTRING ((-73.95325927622977 40.78268235034318, -73.9528010101486 40.783308823587966))",1,Manhattan,108,"5,4",73,28,12,LEXINGTON AVENUE,37773,2,34054,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,261.1555295
"MULTILINESTRING ((-73.9528010101486 40.783308823587966, -73.95234095711957 40.78393705739676))",1,Manhattan,108,"5,4",73,"28,29",12,LEXINGTON AVENUE,37775,2,34025,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,261.9560797
"MULTILINESTRING ((-73.95142582586578 40.785191758248644, -73.95092812745176 40.785865379952455))",1,Manhattan,"111,108","5,4","73,68","28,29",12,LEXINGTON AVENUE,37795,2,34002,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,East Harlem (South)",X,AREA OF MINIMAL FLOOD HAZARD,,281.4754326
"MULTILINESTRING ((-74.00965928774552 40.70875672183505, -74.00939819594964 40.709019432427496))",1,Manhattan,101,1,65,26,10,LIBERTY PLACE,330256,2,29988,MN0101,MN,Regional,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,5,120.0033354
"MULTILINESTRING ((-74.00939819594964 40.709019432427496, -74.00912554205053 40.7092937761368))",1,Manhattan,101,1,65,26,10,LIBERTY PLACE,330257,2,29988,MN0101,MN,Regional,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,5,125.3171473
"MULTILINESTRING ((-74.01054246461918 40.70915414792443, -74.01161276727657 40.70963634600908))",1,Manhattan,101,1,65,26,10,LIBERTY STREET,331966,2,29833,MN0101,MN,Regional,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,5,344.8382931
"MULTILINESTRING ((-74.00980359179012 40.708821659896955, -74.01000039060436 40.70891021903683))",1,Manhattan,101,1,65,26,10,LIBERTY STREET,330254,2,29987,MN0101,MN,Regional,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,5,63.38728971
"MULTILINESTRING ((-74.01000039060436 40.70891021903683, -74.01054246461918 40.70915414792443))",1,Manhattan,101,1,65,26,10,LIBERTY STREET,330255,2,29987,MN0101,MN,Regional,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,5,174.5966357
"MULTILINESTRING ((-74.00965928774552 40.70875672183505, -74.00980359179012 40.708821659896955))",1,Manhattan,101,1,65,26,10,LIBERTY STREET,327947,2,29987,MN0101,MN,Regional,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,5,46.47946765
"MULTILINESTRING ((-74.00745861019183 40.70721929868103, -74.00777952107074 40.70741835255861))",1,Manhattan,101,1,65,26,10,LIBERTY STREET,325408,2,29809,MN0101,MN,Regional,Financial District-Battery Park City,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,"1,2",114.7844785
"MULTILINESTRING ((-74.00777952107074 40.70741835255861, -74.0082689573427 40.70772193569958))",1,Manhattan,101,1,65,26,10,LIBERTY STREET,325409,2,29809,MN0101,MN,Regional,Financial District-Battery Park City,X,"0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD","2,4,5",175.0620547
"MULTILINESTRING ((-74.00937156619048 40.70861378048007, -74.00965928774552 40.70875672183505))",1,Manhattan,101,1,65,26,10,LIBERTY STREET,23209,2,29953,MN0101,MN,Regional,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,"4,5",95.26405198
"MULTILINESTRING ((-74.0082689573427 40.70772193569958, -74.00937156619048 40.70861378048007))",1,Manhattan,101,1,65,26,10,LIBERTY STREET,23214,2,29837,MN0101,MN,Regional,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,"2,4,5",446.1235108
"MULTILINESTRING ((-74.01174429006453 40.70973640284699, -74.01266647039027 40.71014892098021))",1,Manhattan,101,1,65,26,10,LIBERTY STREET,331969,2,29853,MN0101,MN,Regional,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,"1,3",296.5677251
"MULTILINESTRING ((-74.0116854632123 40.7096927430573, -74.01174429006453 40.70973640284699))",1,Manhattan,101,1,65,26,10,LIBERTY STREET,331968,2,29853,MN0101,MN,Regional,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,"1,3",22.78176203
"MULTILINESTRING ((-74.00391758977828 40.720040311582366, -74.00209161718006 40.71915339313227))",1,Manhattan,101,1,66,26,10,LISPENARD STREET,32081,2,30151,MN0102,MN,Regional,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,"2,3",600.5083855
"MULTILINESTRING ((-74.00520848735724 40.72062864444103, -74.00391758977828 40.720040311582366))",1,Manhattan,101,1,66,26,10,LISPENARD STREET,31820,2,30344,MN0102,MN,Regional,Tribeca-Civic Center,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD","2,3",417.1194912
"MULTILINESTRING ((-74.00813329011159 40.74037372890235, -74.00895993666207 40.74070169080558))",1,Manhattan,102,3,66,27,10,LITTLE WEST 12 STREET,236857,2,31107,MN0203,MN,Regional,West Village,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD","1,2",258.3640089
"MULTILINESTRING ((-74.00794008902875 40.740297077703346, -74.00813329011159 40.74037372890235))",1,Manhattan,102,3,66,27,10,LITTLE WEST 12 STREET,236856,2,31107,MN0203,MN,Regional,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,2,3",60.38429491
"MULTILINESTRING ((-73.9871844748987 40.722391796007216, -73.98715053372692 40.72244625053247))",1,Manhattan,103,1,65,26,12,LUDLOW STREET,261794,2,31399,MN0302,MN,Regional,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,,21.95714104
"MULTILINESTRING ((-73.98995019163733 40.716971974402355, -73.98947341974373 40.71789312654836))",1,Manhattan,103,1,65,26,7,LUDLOW STREET,32832,2,31179,MN0302,MN,Regional,"Chinatown-Two Bridges,Lower East Side",X,AREA OF MINIMAL FLOOD HAZARD,,360.6904387
"MULTILINESTRING ((-73.98835358017915 40.720077276495275, -73.98776859979994 40.72123431760427))",1,Manhattan,103,1,65,26,12,LUDLOW STREET,32865,2,31428,MN0302,MN,Regional,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,,451.6575075
"MULTILINESTRING ((-73.98947341974373 40.71789312654836, -73.98905495349638 40.718710075162384))",1,Manhattan,103,1,65,26,7,LUDLOW STREET,164331,2,31397,MN0302,MN,Regional,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,,319.4454493
"MULTILINESTRING ((-73.98715053372692 40.72244625053247, -73.9871358487984 40.72246981072194))",1,Manhattan,103,"1,2",65,26,12,LUDLOW STREET,261795,2,31399,MN0302,MN,Regional,"Lower East Side,East Village",X,AREA OF MINIMAL FLOOD HAZARD,,9.499933962
"MULTILINESTRING ((-73.98901118360172 40.718795529380444, -73.98897129692085 40.71887327558849))",1,Manhattan,103,1,65,26,"7,12",LUDLOW STREET,164353,2,31330,MN0302,MN,Regional,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,,30.40681519
"MULTILINESTRING ((-73.98897129692085 40.71887327558849, -73.98835358017915 40.720077276495275))",1,Manhattan,103,1,65,26,12,LUDLOW STREET,164354,2,31330,MN0302,MN,Regional,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,,470.8904115
"MULTILINESTRING ((-73.98776859979994 40.72123431760427, -73.9871844748987 40.722391796007216))",1,Manhattan,103,1,65,26,12,LUDLOW STREET,164371,2,31399,MN0302,MN,Regional,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,,451.7202092
"MULTILINESTRING ((-73.99861225623036 40.732215430376584, -73.99827747049886 40.73261191060958))",1,Manhattan,102,1,66,27,10,MAC DOUGAL STREET,32436,2,30801,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,171.68232
"MULTILINESTRING ((-73.99827747049886 40.73261191060958, -73.99798670829956 40.732945985412485))",1,Manhattan,102,"3,1",66,27,10,MAC DOUGAL STREET,32439,2,30771,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,145.9723283
"MULTILINESTRING ((-74.00119030445727 40.72916733768623, -74.00049847685825 40.729987977100635))",1,Manhattan,102,"3,1",66,"26,27",10,MAC DOUGAL STREET,32165,2,30661,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,355.1873435
"MULTILINESTRING ((-73.99972416611186 40.73090116544982, -73.99960360348689 40.731043256314614))",1,Manhattan,102,1,66,27,10,MAC DOUGAL STREET,329234,2,30778,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,61.61531813
"MULTILINESTRING ((-74.0001227674961 40.730431388485144, -73.99991478578795 40.730676508714254))",1,Manhattan,102,1,66,27,10,MAC DOUGAL STREET,329231,2,30778,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,106.2924246
"MULTILINESTRING ((-73.99991478578795 40.730676508714254, -73.99972416611186 40.73090116544982))",1,Manhattan,102,1,66,27,10,MAC DOUGAL STREET,329233,2,30778,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,97.41881415
"MULTILINESTRING ((-74.00209772173778 40.72809581937448, -74.00119030445727 40.72916733768623))",1,Manhattan,102,"3,1",66,"26,27",10,MAC DOUGAL STREET,164223,2,30708,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,464.3870248
"MULTILINESTRING ((-74.00049847685825 40.729987977100635, -74.00034817714096 40.73016535981501))",1,Manhattan,102,1,66,27,10,MAC DOUGAL STREET,330427,2,30781,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,76.88813427
"MULTILINESTRING ((-74.00034817714096 40.73016535981501, -74.0001227674961 40.730431388485144))",1,Manhattan,102,1,66,27,10,MAC DOUGAL STREET,330428,2,30781,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,115.3121922
"MULTILINESTRING ((-73.96162831759472 40.77700280449082, -73.96142858503818 40.77727625011736))",1,Manhattan,108,4,73,28,12,MADISON AVENUE,326260,2,34033,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,113.953075
